title;rating;runtime;genre;release_year;description;director;img_src;type
The Santa Con;Not Rated;88;Comedy, Drama, Family;2014;Small-time con man Nick DeMarco is ordered by his parole officer to take a minimum-wage job as a department store Santa during the holidays... and he hates it. Near the end of his first ...                See full summary »;Melissa Joan Hart;https://m.media-amazon.com/images/M/MV5BMTQ4NDI3MTA0Ml5BMl5BanBnXkFtZTgwNjQ1OTg2MzE@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
Christmas at Holly Lodge;TV-G;84;Comedy, Drama, Romance;2017;Sophie Bennett, the owner, tries to convince a developer that the lodge would be a bad investment.;Jem Garrard;https://m.media-amazon.com/images/M/MV5BMTZiZWU2MmUtMzU0MC00ZmRiLWJkMjEtYmVlYTJiZDBkY2ExXkEyXkFqcGdeQXVyNTU2MDQyOTk@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Song for Christmas;TV-G;89;Comedy, Drama, Family;2017;Two single parents stumble into the possibility of love for Christmas, not knowing that their daughters are embroiled in a nasty rivalry at school.;Christie Will Wolf;https://m.media-amazon.com/images/M/MV5BMjZmYjU2OTUtZTYyNC00MjJjLWJjMzEtYjZmZWI1NTE4Zjc4XkEyXkFqcGdeQXVyNzY4ODc3OTA@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Switched for Christmas;TV-G;83;Drama, Romance;2017;When identical twin sisters are stuck planning their respective Christmas parties, they're convinced the grass is greener on the other side and decide to swap lives for the holidays.;Lee Friedlander;https://m.media-amazon.com/images/M/MV5BZWZjYzc5OWQtMGMwYy00Y2RmLWExNjAtZTY0ODMzODQzZjYyXkEyXkFqcGdeQXVyMjM4MTAwNzQ@._V1_UY209_CR13,0,140,209_AL_.jpg;Movie
My Christmas Family Tree;TV-G;84;Drama, Romance;2021;When Vanessa receives the results from her Family Tree DNA test, she discovers a family she didn't know existed and travels to their home for Christmas.;Jason Bourque;https://m.media-amazon.com/images/M/MV5BMjUzY2MxMzktYmRkYy00ZmQzLWFmYjMtNGMxMThkYmY1MGY1XkEyXkFqcGdeQXVyODcyMTQ4MTc@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Call Me Mrs. Miracle;Not Rated;87;Comedy, Drama, Family;2010;A family-owned department store is struggling to sell toys during the holidays when a mysterious employee shows up and begins to work miracles.;Michael M. Scott;https://m.media-amazon.com/images/M/MV5BMjIzNDE5NDI5N15BMl5BanBnXkFtZTgwNTUxODcwMzE@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Godwink Christmas: Miracle of Love;TV-G;84;Comedy, Drama, Romance;2021;Brought together by community service, Eric and Joy find new purpose at Christmas. As they help a family rebuild their home, coincidences and a medical miracle lead them to believe in destiny.;Heather Hawthorn Doyle;https://m.media-amazon.com/images/M/MV5BNjAzODliY2EtYTVlYS00M2M1LWE1NDMtMmY5NWYwMTQ1ZTY5XkEyXkFqcGdeQXVyODcyMTQ4MTc@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Naughty & Nice;TV-PG;88;Comedy, Romance;2014;A cynical radio host is banished to Colorado, where he has an on-air spat with a hopeless romantic. Soon, their antagonistic relationship sparks the interest of the whole town.;Sam Irvin;https://m.media-amazon.com/images/M/MV5BMTQ5MzMyMTk4MV5BMl5BanBnXkFtZTgwNTQ2MzY3MjE@._V1_UY209_CR3,0,140,209_AL_.jpg;Movie
Candy Coated Christmas;;83;Comedy, Romance;2021;A rich L.A. marketing executive heads to a small town during the Christmas season to arrange for the sale of a property she owns, unbeknownst to her tenants.;Ellie Kanner;https://m.media-amazon.com/images/M/MV5BNGU5NmZmN2UtMTZkOS00NjMzLWIwY2YtNWU1ZDQ0MmI2OTAwXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Christmas in Evergreen: Tidings of Joy;TV-G;85;Romance;2019;A skeptical writer shows up in Evergreen to get the scoop on the town's famed passion for Christmas during a search for a long-lost time capsule.;Sean McNamara;https://m.media-amazon.com/images/M/MV5BODUwMWU1YTAtMGY1MC00Y2E5LTg1NGUtNGZlNzRkNTk1MjY1XkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Kirk Cameron's Saving Christmas;PG;79;Comedy, Family;2014;His annual Christmas party faltering thanks to his cynical brother-in-law, former Growing Pains star Kirk Cameron attempts to save the day by showing him that Jesus Christ remains a crucial component of the over-commercialized holiday..;Darren Doane;https://m.media-amazon.com/images/M/MV5BMTc3MTc3Njc5MV5BMl5BanBnXkFtZTgwNzU3NDE4MjE@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Christmas Ever After;TV-G;87;Drama, Romance;2020;Sparks fly during Christmastime when a romance novelist meets a handsome man who looks like the leading character in her books.;Pat Kiely;https://m.media-amazon.com/images/M/MV5BZWVjMWFkNjgtYzczMS00OGM3LThmZTctN2NjY2YwYmM0ZDkzXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas in Connecticut;Not Rated;93;Comedy, Romance;1992;Elizabeth, the star of a successful cooking show, is set to do a live show on Christmas, where she'll cook a Christmas dinner. But what no one knows is that she can't cook.;Arnold Schwarzenegger;https://m.media-amazon.com/images/M/MV5BOTY4NWU4YjgtNzhlYS00YjljLTkxODYtOTcxNTJhNjc5ODdiXkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Window Wonderland;TV-G;86;Comedy, Drama, Romance;2013;A department-store window decorator learns there is a vacancy for her dream job in the run-up to Christmas, only to find a professional rival has his eye on it too.;Michael M. Scott;https://m.media-amazon.com/images/M/MV5BMzM4ZTNhNTItY2RmNy00M2U0LThlYTMtOWMyZmZhMjdkOGE0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjg5MzE4NTA@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Very Country Christmas;PG;84;Comedy, Drama, Romance;2017;A country music star leaves it all behind to get back to his roots and find his way back to what he really loves. What he doesn't expect to find - is true love.;Justin G. Dyck;https://m.media-amazon.com/images/M/MV5BNTZjZDFjM2YtMjcyZi00OTA4LWI4NDMtNTkzOThlYTU0YjQyXkEyXkFqcGdeQXVyNjI4Mzg5OTg@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
Christmas Plus One;TV-PG;92;Comedy, Romance;2022;When sisters Cara and Amy make a pact to find their soulmates by next Christmas, they're not expecting to be so lucky. One year later, Amy's wedding approaches and Cara finds her soulmate but quickly loses him. Will her wish come true?;Meeshelle Neal;https://m.media-amazon.com/images/M/MV5BYTdmMGZjYTAtMmU4OS00NGNmLWE4NjAtNGE5YmJkMjZmNjJjXkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
Christmas at Rosemont;TV-14;95;Drama;2015;In a raging snowstorm five days before Christmas, two young people meet by chance: Lisa, 19, pregnant and scared, and Brad, a professional snowboarder.;Daniel Petrie Jr.;https://m.media-amazon.com/images/M/MV5BYTgzNzNiMzctMmI1Zi00YWI2LWJjMzgtMGJhOGYwYjFjNDA1XkEyXkFqcGdeQXVyMzgwMTQ5NjI@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
Flipping for Christmas;;90;Romance;2023;Before Christmas, Abigail agrees to help her sister with what she believes will be an easy flip of an inherited home. Things get tricky Bo has a different idea.;Katherine Barrell;https://m.media-amazon.com/images/M/MV5BNDA1NmNmMTYtMjUyZS00YzRkLTg3OGUtMmQxNGIyODBjY2YwXkEyXkFqcGdeQXVyNjMzMjU5NTk@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas in Wonderland;PG;95;Comedy, Crime, Family;2006;Three children and their father move from Los Angeles, California to Edmonton, Alberta. When they go shopping at West Edmonton Mall, they find counterfeit cash, inadvertently help catch crooks, and make a discovery about Santa.;James Orr;https://m.media-amazon.com/images/M/MV5BNTU5ODY5MjAyMl5BMl5BanBnXkFtZTYwODMzMDM4._V1_UY209_CR1,0,140,209_AL_.jpg;Movie
Just Another Christmas;;100;Comedy, Drama;2020;Stuck in a time loop where it's forever Christmas, a family man who hates the holiday starts to learn valuable lessons about what's important in life.;Roberto Santucci;https://m.media-amazon.com/images/M/MV5BYTg2OTQzZjgtOTIxNy00Y2UzLTlkYWYtOTY0MTZkMGYyNjFhXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Coming Home for Christmas;TV-G;86;Drama, Romance;2017;Lizzie Richfield lands a job as house manager for the exquisite Ashford Estate in Virginia. While preparing the place for sale, Lizzie plans one final Christmas Eve gala for the Marley family, though they seem to be a family in name only.;Mel Damski;https://m.media-amazon.com/images/M/MV5BYTJjYTU3ZTUtOGUyOS00YjlhLWEzZjEtNWQyNjUwOWRmNTIxXkEyXkFqcGdeQXVyNTU2MDQyOTk@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Christmas Star;;84;Romance;2021;An astronomer predicts that a new meteor shower will appear over a tiny town. Can she convince the locals to help with her discovery at the expense of a Christmas tradition?;Jessica Harmon;https://m.media-amazon.com/images/M/MV5BMDcwY2NiNjMtNjBiNy00ZDRlLWI4NzMtMTg4ZTgyMDU1OWY5XkEyXkFqcGdeQXVyMTgyNDE3NTc@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
Christmas in Toyland;;85;Comedy, Romance;2022;A toy company data analyst tries to save hundreds of jobs right before Christmas to help keep the in-person experience alive.;Bill Corcoran;https://m.media-amazon.com/images/M/MV5BZjQ2YjVlYjEtNDg1YS00YjE2LTlkYjItODU5NzkwMzRhM2Y2XkEyXkFqcGdeQXVyNTY2Nzg3MTY@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Another Christmas Coincidence;TV-G;85;Drama, Romance;2019;Is it divine intervention/Godwink, coincidences or a meddling mom, when Alice, managing the family clothing store, and Jack, medical sales, keep bumping into each other before Christmas?;Paul Ziller;https://m.media-amazon.com/images/M/MV5BMWRkMDdmYmEtMTIxOC00MDg0LWIxMmEtNTM0NTQ5NDI5NThmXkEyXkFqcGdeQXVyNDk3ODk4OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
One Delicious Christmas;;84;Drama, Romance;2022;"Follows Abby, who inherited the property of Haven Restaurant and Inn, but being unable to manage both, she must team up with with hot shot chef Preston Weaver to ""shake up"" the holiday menu and get an investment from a restaurant mogul.";Stacey N. Harding;https://m.media-amazon.com/images/M/MV5BYjRmZTVkY2YtNGVjMS00Nzc3LTg4MWQtYThlYzgxZDUyM2NmXkEyXkFqcGdeQXVyNjI4NTQwNjY@._V1_UY209_CR7,0,140,209_AL_.jpg;Movie
Unlocking Christmas;TV-G;85;Mystery, Romance;2020;When a mysterious key and a holiday riddle arrive on their doorsteps, Kate and Kevin embark on a Christmas romance adventure they'll never forget.;Don McBrearty;https://m.media-amazon.com/images/M/MV5BZDc3ODU4NjMtNmQ1My00OTBmLWJmMWItMWQ0MzMyNjYxNTllXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Just in Time for Christmas;TV-G;96;Comedy, Romance;2015;A psychology professor's offered her dream job at Yale incl. her thesis published and is proposed to by her BFF on the same day. She gets a glimpse of her life 3 years in a future where she said yes to the job and no to the BFF's proposal.;Sean McNamara;https://m.media-amazon.com/images/M/MV5BNmMxYjBjMTctOWYwZS00YjVhLWE3MjEtNmFhYzQyY2YwYzIxXkEyXkFqcGdeQXVyNzk0NTA5NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Christmas Star;TV-G;94;Drama, Family;1986;A counterfeiter finds the true meaning of the holidays.;Alan Shapiro;https://m.media-amazon.com/images/M/MV5BY2MwZjk2Y2EtY2NhZS00MjFiLTg2NGUtNjhlZWNmODg4YjM5XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas on the Range;TV-G;90;Romance, Western;2019;Kendall's one holiday wish is to keep the family ranch solvent. Her rival's charming son offers help-and maybe more-but can he be trusted?;Gary Wheeler;https://m.media-amazon.com/images/M/MV5BZGI5Y2Y0YTgtMTkzYy00MTk3LWI3MzctMjcxMjVjMDFkYTk4XkEyXkFqcGdeQXVyNjAxMTI1Mzk@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Let It Snow;TV-G;82;Drama, Family, Romance;2013;An executive examines her company's new property and prepares a presentation to transform the rustic lodge into a new hot spot.;Harvey Frost;https://m.media-amazon.com/images/M/MV5BODdjZGM4ZjMtMGQzMi00MmM5LWJkZDktMjk4NWIwMDkyOTRjXkEyXkFqcGdeQXVyMTIxOTk5MzY@._V1_UY209_CR4,0,140,209_AL_.jpg;Movie
Return to Christmas Creek;TV-G;86;Drama, Romance;2018;With Christmas approaching, a career-focused Chicago app developer returns to her small hometown to rediscover the meaning of Christmas. There she reunites with her estranged uncle and her childhood best friend, who she begins falling for.;Don McBrearty;https://m.media-amazon.com/images/M/MV5BYzFhMDc2NDctN2RlNy00YjRlLWExZGEtMzU1ZGM3NDJiZWM4XkEyXkFqcGdeQXVyNjk2Mjc2OTI@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Fabric of Christmas;;91;Romance;2023;Liam, a fireman, and Amy, a quilting teacher, team up to make a Christmas quilt for Liam's sister's wedding. As they navigate their feelings for each other, they must decide what is truly important in time for the holiday season.;Don McBrearty;https://m.media-amazon.com/images/M/MV5BY2QwN2E4YmUtMDY0NS00NWNlLTg5NDctNzViNzFmNzRlMDBlXkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
Wrapped Up in Christmas;TV-PG;87;Comedy, Drama, Romance;2017;A mall manager is tasked with cancelling the leases of underperforming stores at Christmas. She soon discovers that she's falling for a store owner's nephew as he helps his aunt try to get through the holidays.;Peter Sullivan;https://m.media-amazon.com/images/M/MV5BZjI3OGZjZjAtY2ExZi00OTYxLWE1MjAtM2I0MjU2YWYyNjczXkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UY209_CR87,0,140,209_AL_.jpg;Movie
Christmas Staycation;;77;Comedy;2020;When a family can't be together on Christmas, they bring their dysfunctional family Christmas online.;Jordan Imiola;https://m.media-amazon.com/images/M/MV5BMTQxM2Q4MGYtODgyZS00ZmMzLThhZTEtZmI1Y2E5MjY0MDk0XkEyXkFqcGdeQXVyMTI3MjI0MjMx._V1_UY209_CR4,0,140,209_AL_.jpg;Movie
A Dog Named Christmas;PG;95;Drama, Family;2009;"A developmentally challenged young man with a penchant for caring for animals in need sets out to convince his family - and their whole rural community - to participate in a local shelter's inaugural ""Adopt a Dog for Christmas Program.""";Peter Werner;https://m.media-amazon.com/images/M/MV5BYjQ0N2FjYTQtY2VkYS00NDIwLTlmYzctMGFmMWI0MzFkZmFjXkEyXkFqcGdeQXVyMTYwMTcxOTYy._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
It's Beginning to Look a Lot Like Christmas;TV-G;83;Comedy, Romance;2019;When a New England Christmas decorating competition searches for the town with the most Christmas spirit, the mayors of East and West Riverton go all out to get their towns to the top of the holiday heap.;David Weaver;https://m.media-amazon.com/images/M/MV5BYTcyYmJhMmItZWRhZC00MTIwLTliNmMtMWY5NzU0MTdhYmMzXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Taste of Christmas;Unrated;84;Comedy, Mystery, Romance;2017;When Emily, a struggling baker in a small town, receives a handmade Christmas Calendar from a secret admirer, the local residents become obsessed with finding out the identity of the sender.;Allan Harmon;https://m.media-amazon.com/images/M/MV5BOGM5MTFlOTEtY2NmNC00NTY5LTkwZGQtNTVlYTYwMzYwN2E4XkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
A Dickens of a Holiday!;;84;Romance;2021;"To make the 100th anniversary of her hometown's Victorian festival a success, Cassie invites action movie star and former high school classmate Jake to play in ""A Christmas Carol.""";Paul Ziller;https://m.media-amazon.com/images/M/MV5BYzQ0NzgzYTUtNWRhMS00ODU2LTgyOTctNDIyMTY1MWMyZjhmXkEyXkFqcGdeQXVyMTM0NTA3ODc1._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Double Holiday;TV-G;84;Drama, Romance;2019;Rebecca endures working with her colleague and rival Chris to plan the office Christmas party in hopes of getting a promotion. While spending so much time together, will they take their eyes off the prize and see each other anew?;Don McBrearty;https://m.media-amazon.com/images/M/MV5BOTljMTMzNmQtYzAyMy00ZTYwLTlhOTMtYWI1OTI1NWU4ZWMxXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Mrs. Miracle;PG;90;Comedy, Family, Fantasy;2009;"Overwhelmed widower Seth Webster is searching for a housekeeper to help him with his unruly six year old twin sons. ""Mrs. Miracle"" mysteriously appears and quickly becomes an irreplaceable nanny, chef, friend... and matchmaker.";Michael M. Scott;https://m.media-amazon.com/images/M/MV5BMTgxNDQ4MDA2MV5BMl5BanBnXkFtZTcwNzU1NzI5Mw@@._V1_UY209_CR3,0,140,209_AL_.jpg;Movie
Welcome to Christmas;TV-G;90;Comedy, Drama, Romance;2018;A resort developer tasked with finding a location for a new ski resort is assigned to visit the small town of Christmas, Colorado.;Gary Harvey;https://m.media-amazon.com/images/M/MV5BYTA1ZGE3M2UtNDU1ZS00NDUwLThiODYtZDQ4YWZkMDg1NDE1XkEyXkFqcGdeQXVyODA4MzkyNjM@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Kindhearted Christmas;;84;Comedy, Romance;2021;Jamie (Jennie Garth), owner of a small-town sightseeing company, has a difficult time navigating the holidays after the death of her husband, who loved giving to others at Christmastime. ...                See full summary »;Alysse Leite-Rogers;https://m.media-amazon.com/images/M/MV5BNjkyYzE4NmMtNDVhOS00ZDEzLTliZTYtNmJlMTRiZGIzOTI5XkEyXkFqcGdeQXVyMjI0OTU2ODU@._V1_UY209_CR16,0,140,209_AL_.jpg;Movie
Prancer Returns;Not Rated;91;Family, Drama, Fantasy;2001;Preteen brothers from a broken marriage live with their mother, Denise, in a rural town. Ryan, the cheeky elder boy, wants to go live with their father, Matt, in Chicago. This confuses shy ...                See full summary »;Joshua Butler;https://m.media-amazon.com/images/M/MV5BMTYxMzk5MzA3MV5BMl5BanBnXkFtZTcwMTYwMjg1Nw@@._V1_UY209_CR1,0,140,209_AL_.jpg;Movie
Elf: Buddy's Musical Christmas;TV-G;43;Animation, Short, Adventure;2014;A musical, stop-motion adaptation of the well-known movie, Buddy, a human raised in the north pole, goes to New York to find his family.;Mark Caballero;https://m.media-amazon.com/images/M/MV5BMTQ1NTA1NzY3Nl5BMl5BanBnXkFtZTgwNTAxMDc4MzE@._V1_UY209_CR3,0,140,209_AL_.jpg;Movie
Romance at Reindeer Lodge;TV-G;90;Drama, Romance;2017;Molly and Jared have sworn-off partaking in holiday activities, but find themselves at a Christmas themed-ranch with no flights available to leave.;Colin Theys;https://m.media-amazon.com/images/M/MV5BNzdkOWZkZTEtN2JiNS00MGM0LTk2YzEtZDY4NGIzMDBmNDNkXkEyXkFqcGdeQXVyMjkwMjY1MjI@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Christmas Princess;TV-PG;90;Comedy, Romance;2019;Jessica is a struggling chef living in a trendy New York borough. Prince Jack, who's in the city for his family's annual Christmas charity dinner, finds himself in need of a last-minute chef for a royal event when he meets Jessica.;Fred Olen Ray;https://m.media-amazon.com/images/M/MV5BZTkyOTQyZjUtODk4ZC00NjkyLTk5NDMtY2NkYTA4MjE5ODI3XkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UY209_CR12,0,140,209_AL_.jpg;Movie
A Snow Globe Christmas;TV-PG;89;Comedy, Drama, Family;2013;A cynical TV exec looks at the perfect town inside a Christmas globe and is magically transported to it. When she wakes up in a perfect snow-covered town, married to a local woodsman, she discovers it's not all just a fantasy.;Jodi Binstock;https://m.media-amazon.com/images/M/MV5BMTQ5MTYxOTE2MF5BMl5BanBnXkFtZTgwNzAzNjg4MDE@._V1_UY209_CR4,0,140,209_AL_.jpg;Movie
Christmas on My Mind;TV-G;84;Comedy, Drama, Romance;2019;When Lucy wakes up with a wedding dress in hand, she believes that she is late to her wedding with her ex-boyfriend Zach. However, she has no recollection of the past 2 years, including the fact that she is engaged to another man.;Maclain Nelson;https://m.media-amazon.com/images/M/MV5BYTY5MTA5NzMtMzNjMi00ZjNhLWE5YTUtZDVkNTk4Zjk0YWFkXkEyXkFqcGdeQXVyNDk3ODk4OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Bramble House Christmas;Not Rated;84;Drama, Romance;2017;Finn Conrad becomes suspicious as to why his father left a nurse, named Willa $100,000, and goes undercover to investigate. When she discovers his true identity, will it keep her from ever trusting him again?;Steven R. Monroe;https://m.media-amazon.com/images/M/MV5BNDgzNTc2MmItM2JhNy00OWE1LWIxNjEtNmRhMzc5YmM3NzdiXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Much Ado About Christmas;;85;Drama, Family, Romance;2021;"A modern-day re-imagining of William Shakespeare's play ""Much Ado About Nothing,"" set at Christmastime.";Michael Damian;https://m.media-amazon.com/images/M/MV5BMjgxMGQzNDItMDU0NC00YjhkLTgzZDktOTEwMWI1M2RhZjJiXkEyXkFqcGdeQXVyMTgyNDE3NTc@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
A Country Christmas Harmony;;87;Drama, Music, Romance;2022;Follows Luke and Chrissy, a former country music duo and ex-sweethearts who run into each other years later after Chrissy disappeared on Luke, but now they realize they can only survive the holidays with the other one's help.;Edmund Entin;https://m.media-amazon.com/images/M/MV5BMGExZGMyMTYtZWEzZC00ZDk3LWE4NWYtYmZkZmE2NzUyZDk5XkEyXkFqcGdeQXVyMTAxMTM4NzU@._V1_UY209_CR9,0,140,209_AL_.jpg;Movie
